route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
16,7,7_100010_11_16_11,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,7,7_100010_12_16_11,Kinderhaus Brüningheide,,,,16_1_1,,
15,7,7_100010_13_15_11,Albachten Bahnhof,,,,15_8_1,,
15,7,7_100010_14_15_11,Kinderhaus Brüningheide,,,,15_9_1,,
81,7,7_100011_2_81_5,Amelsbüren,,,,81_10_1,,
81,7,7_100011_3_81_5,Kinderhaus Brüningheide,,,,81_9_1,,
81,7,7_100011_4_81_5,Amelsbüren,,,,81_14_1,,
14,7,7_100011_6_14_5,Zoo/LWL-Naturkundemuseum,,,,14_1_1,,
14,7,7_100011_7_14_5,Hauptbahnhof,,,,14_2_1,,
14,7,7_100011_9_14_5,Zoo/LWL-Naturkundemuseum,,,,14_1_1,,
14,7,7_100011_10_14_5,Hauptbahnhof,,,,14_2_1,,
14,7,7_100011_12_14_5,Zoo/LWL-Naturkundemuseum,,,,14_1_1,,
14,7,7_100011_13_14_5,Hauptbahnhof,,,,14_2_1,,
14,7,7_100011_15_14_5,Zoo/LWL-Naturkundemuseum,,,,14_1_1,,
14,7,7_100011_16_14_5,Mauritz Friedhof,,,,14_4_1,,
14,7,7_100011_18_14_5,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,7,7_100011_19_14_5,Mauritz Friedhof,,,,14_4_1,,
14,7,7_100011_21_14_5,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,7,7_100011_22_14_5,Mauritz Friedhof,,,,14_4_1,,
14,7,7_100011_24_14_5,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
14,7,7_100011_25_14_5,Mauritz Friedhof,,,,14_4_1,,
14,7,7_100011_27_14_5,Zoo/LWL-Naturkundemuseum,,,,14_3_1,,
84,7,7_100012_2_84_8,Tannenhof,,,,84_5_1,,
84,7,7_100012_3_84_8,Albachten Bahnhof,,,,84_10_1,,
84,7,7_100012_4_84_8,Tannenhof,,,,84_17_1,,
84,7,7_100012_5_84_8,Albachten Bahnhof,,,,84_14_1,,
15,7,7_100012_6_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
15,7,7_100012_7_15_8,Albachten Bahnhof,,,,15_8_1,,
15,7,7_100012_8_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
15,7,7_100012_9_15_8,Albachten Bahnhof,,,,15_8_1,,
15,7,7_100012_10_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
16,7,7_100012_11_16_8,Mecklenbeck Meckmannweg,,,,16_2_1,,
16,7,7_100012_12_16_8,Kinderhaus Brüningheide,,,,16_1_1,,
15,7,7_100012_13_15_8,Albachten Bahnhof,,,,15_8_1,,
15,7,7_100012_14_15_8,Kinderhaus Brüningheide,,,,15_9_1,,
82,7,7_100013_2_82_10,Rudolf-Diesel-Straße,,,,82_307_1,,
82,7,7_100013_3_82_10,Hiltrup Franz-Marc-Weg,,,,82_810_1,,
82,7,7_100013_4_82_10,Rudolf-Diesel-Straße,,,,82_811_1,,
8,7,7_100013_6_8_10,Wolbeck Nogatstraße,,,,8_106_1,,
8,7,7_100013_7_8_10,Coerde,,,,8_103_1,,
6,7,7_100013_9_6_10,Hiltrup Bahnhof,,,,6_304_1,,
6,7,7_100013_10_6_10,Coerde,,,,6_307_1,,
6,7,7_100013_12_6_10,Hiltrup Bahnhof,,,,6_304_1,,
6,7,7_100013_13_6_10,Coerde,,,,6_307_1,,
6,7,7_100013_15_6_10,Hiltrup Bahnhof,,,,6_304_1,,
6,7,7_100013_16_6_10,Coerde,,,,6_307_1,,
6,7,7_100013_18_6_10,Hiltrup Bahnhof,,,,6_304_1,,
6,7,7_100013_19_6_10,Coerde,,,,6_307_1,,
83,7,7_100014_2_83_4,Handorf Hornheide,,,,83_7_1,,
83,7,7_100014_4_83_4,Mecklenbeck Meckmannweg,,,,83_10_1,,
83,7,7_100014_5_83_4,Handorf Hornheide,,,,83_9_1,,
83,7,7_100014_7_83_4,Mecklenbeck Meckmannweg,,,,83_10_1,,
10,7,7_100014_8_10_4,Handorf Hornheide,,,,10_7_1,,
10,7,7_100014_10_10_4,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,7,7_100014_11_10_4,Handorf Hornheide,,,,10_7_1,,
10,7,7_100014_13_10_4,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,7,7_100014_14_10_4,Handorf Hornheide,,,,10_7_1,,
10,7,7_100014_16_10_4,Mecklenbeck Waldweg,,,,10_408_1,,
10,7,7_100014_17_10_4,Handorf Hornheide,,,,10_315_1,,
10,7,7_100014_19_10_4,Mecklenbeck Meckmannweg,,,,10_4_1,,
10,7,7_100014_20_10_4,Handorf Hornheide,,,,10_7_1,,
83,7,7_100014_22_83_4,Mecklenbeck Meckmannweg,,,,83_12_1,,
484,7,7_100015_2_484_1,Mauritz Friedhof,,,,484_5_5,,
484,7,7_100015_4_484_1,Sophienstraße,,,,484_6_5,,
484,7,7_100015_6_484_1,Mauritz Friedhof,,,,484_5_5,,
484,7,7_100015_8_484_1,Sophienstraße,,,,484_6_5,,
484,7,7_100015_10_484_1,Mauritz Friedhof,,,,484_5_5,,
484,7,7_100015_12_484_1,Sophienstraße,,,,484_6_5,,
484,7,7_100015_14_484_1,Mauritz Friedhof,,,,484_5_5,,
484,7,7_100015_16_484_1,Sophienstraße,,,,484_6_5,,
484,7,7_100015_18_484_1,Mauritz Friedhof,,,,484_5_5,,
484,7,7_100015_20_484_1,Sophienstraße,,,,484_6_5,,
484,7,7_100015_22_484_1,Mauritz Friedhof,,,,484_5_5,,
484,7,7_100015_24_484_1,Sophienstraße,,,,484_6_5,,
484,7,7_100015_26_484_1,Mauritz Friedhof,,,,484_5_5,,
484,7,7_100015_28_484_1,Sophienstraße,,,,484_6_5,,
484,7,7_100015_30_484_1,Mauritz Friedhof,,,,484_5_5,,
484,7,7_100015_32_484_1,Sophienstraße,,,,484_6_5,,
484,7,7_100015_34_484_1,Mauritz Friedhof,,,,484_5_5,,
82,7,7_100016_2_82_12,Rudolf-Diesel-Straße,,,,82_811_1,,
82,7,7_100016_3_82_12,Hiltrup Franz-Marc-Weg,,,,82_810_1,,
8,7,7_100016_5_8_12,Coerde,,,,8_103_1,,
6,7,7_100016_7_6_12,Hiltrup Bahnhof,,,,6_304_1,,
6,7,7_100016_8_6_12,Coerde,,,,6_307_1,,
8,7,7_100016_10_8_12,Wolbeck Nogatstraße,,,,8_106_1,,
8,7,7_100016_11_8_12,Coerde,,,,8_103_1,,
8,7,7_100016_13_8_12,Wolbeck Nogatstraße,,,,8_106_1,,
8,7,7_100016_14_8_12,Coerde,,,,8_103_1,,
8,7,7_100016_16_8_12,Wolbeck Nogatstraße,,,,8_106_1,,
8,7,7_100016_17_8_12,Coerde,,,,8_103_1,,
8,7,7_100016_19_8_12,Wolbeck Nogatstraße,,,,8_106_1,,
8,7,7_100016_20_8_12,Coerde,,,,8_103_1,,
8,7,7_100016_22_8_12,Wolbeck Nogatstraße,,,,8_106_1,,
85,7,7_100016_24_85_12,Nienberge,,,,85_11_1,,
85,7,7_100016_25_85_12,Wolbeck Markt,,,,85_16_1,,
85,7,7_100016_26_85_12,Nienberge,,,,85_13_1,,
483,7,7_100017_2_483_1,Gelmer,,,,483_3_5,,
483,7,7_100017_3_483_1,Schifffahrter Damm,,,,483_4_5,,
483,7,7_100017_5_483_1,Gelmer,,,,483_3_5,,
483,7,7_100017_6_483_1,Schifffahrter Damm,,,,483_4_5,,
483,7,7_100017_8_483_1,Gelmer,,,,483_3_5,,
483,7,7_100017_9_483_1,Schifffahrter Damm,,,,483_4_5,,
483,7,7_100017_11_483_1,Gelmer,,,,483_3_5,,
483,7,7_100017_12_483_1,Schifffahrter Damm,,,,483_4_5,,
483,7,7_100017_14_483_1,Gelmer,,,,483_3_5,,
483,7,7_100017_15_483_1,Schifffahrter Damm,,,,483_4_5,,
483,7,7_100017_17_483_1,Gelmer,,,,483_3_5,,
483,7,7_100017_18_483_1,Schifffahrter Damm,,,,483_4_5,,
483,7,7_100017_20_483_1,Gelmer,,,,483_3_5,,
483,7,7_100017_21_483_1,Schifffahrter Damm,,,,483_4_5,,
483,7,7_100017_23_483_1,Gelmer,,,,483_3_5,,
483,7,7_100017_24_483_1,Schifffahrter Damm,,,,483_4_5,,
483,7,7_100017_26_483_1,Gelmer,,,,483_3_5,,
481,7,7_100018_2_481_1,Kinderhaus Schulzentrum,,,,481_2_5,,
481,7,7_100018_3_481_1,Sprakel,,,,481_3_5,,
481,7,7_100018_5_481_1,Kinderhaus Schulzentrum,,,,481_2_5,,
481,7,7_100018_6_481_1,Sprakel,,,,481_3_5,,
481,7,7_100018_8_481_1,Kinderhaus Schulzentrum,,,,481_2_5,,
481,7,7_100018_9_481_1,Sprakel,,,,481_3_5,,
481,7,7_100018_11_481_1,Sprakel,,,,481_3_5,,
408,7,7_100019_2_408_1,Delstrup,,,,408_3_5,,
408,7,7_100019_3_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,7,7_100019_5_408_1,Delstrup,,,,408_3_5,,
408,7,7_100019_6_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,7,7_100019_8_408_1,Delstrup,,,,408_3_5,,
408,7,7_100019_9_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,7,7_100019_11_408_1,Delstrup,,,,408_3_5,,
408,7,7_100019_12_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_14_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_15_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_17_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_18_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_20_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_21_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_23_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_24_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_26_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_27_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_29_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_30_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_32_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_33_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_35_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_36_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_38_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_39_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_41_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_42_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_44_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_45_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_47_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_48_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_50_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_51_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_53_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_54_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_56_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_57_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_59_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_60_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_62_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_63_408_1,Gremmendorf Ehrenmal,,,,408_2_5,,
408,7,7_100019_65_408_1,Delstrup,,,,408_1_5,,
408,7,7_100019_66_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,7,7_100019_68_408_1,Delstrup,,,,408_3_5,,
408,7,7_100019_69_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,7,7_100019_71_408_1,Delstrup,,,,408_3_5,,
408,7,7_100019_72_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,7,7_100019_74_408_1,Delstrup,,,,408_3_5,,
408,7,7_100019_75_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,7,7_100019_77_408_1,Delstrup,,,,408_3_5,,
408,7,7_100019_78_408_1,Gremmendorf Ehrenmal,,,,408_4_5,,
408,7,7_100019_80_408_1,Delstrup,,,,408_3_5,,
480,7,7_100020_2_480_1,Zoo/LWL-Naturkundemuseum,,,,480_3_5,,
480,7,7_100020_3_480_1,Jungeblodtplatz,,,,480_4_5,,
480,7,7_100020_5_480_1,Zoo/LWL-Naturkundemuseum,,,,480_3_5,,
480,7,7_100020_6_480_1,Jungeblodtplatz,,,,480_4_5,,
480,7,7_100020_8_480_1,Zoo/LWL-Naturkundemuseum,,,,480_3_5,,
480,7,7_100020_9_480_1,Jungeblodtplatz,,,,480_4_5,,
480,7,7_100020_11_480_1,Zoo/LWL-Naturkundemuseum,,,,480_3_5,,
420,7,7_100021_2_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_4_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_5_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_7_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_8_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_10_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_11_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_13_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_14_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_16_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_17_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_19_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_20_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_22_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_23_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_25_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_26_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_28_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_29_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_31_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_32_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_34_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_35_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_37_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_38_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_40_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_41_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_43_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_44_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_46_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_47_420_1,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100021_49_420_1,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100021_51_420_1,,,,,420_4_5,,
487,7,7_100022_2_487_1,Rudolf-Diesel-Straße,,,,487_2_5,,
487,7,7_100022_3_487_1,Gelmer,,,,487_1_5,,
487,7,7_100022_4_487_1,Rudolf-Diesel-Straße,,,,487_2_5,,
487,7,7_100022_5_487_1,Gelmer,,,,487_1_5,,
487,7,7_100022_6_487_1,Rudolf-Diesel-Straße,,,,487_2_5,,
487,7,7_100022_7_487_1,Gelmer,,,,487_1_5,,
487,7,7_100022_8_487_1,Rudolf-Diesel-Straße,,,,487_2_5,,
487,7,7_100022_9_487_1,Gelmer,,,,487_1_5,,
487,7,7_100022_10_487_1,Rudolf-Diesel-Straße,,,,487_2_5,,
487,7,7_100022_11_487_1,Gelmer,,,,487_1_5,,
487,7,7_100022_12_487_1,Rudolf-Diesel-Straße,,,,487_2_5,,
487,7,7_100022_13_487_1,Gelmer,,,,487_1_5,,
420,7,7_100023_2_420_2,,,,,420_6_5,,
420,7,7_100023_3_420_2,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100023_4_420_2,,,,,420_6_5,,
420,7,7_100023_5_420_2,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100023_6_420_2,,,,,420_6_5,,
420,7,7_100023_7_420_2,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100023_8_420_2,,,,,420_6_5,,
420,7,7_100023_9_420_2,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100023_10_420_2,,,,,420_6_5,,
420,7,7_100023_11_420_2,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100023_12_420_2,,,,,420_6_5,,
420,7,7_100023_13_420_2,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100023_14_420_2,,,,,420_6_5,,
420,7,7_100023_15_420_2,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100023_16_420_2,,,,,420_6_5,,
420,7,7_100023_17_420_2,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100023_18_420_2,,,,,420_6_5,,
420,7,7_100023_19_420_2,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100023_20_420_2,,,,,420_6_5,,
420,7,7_100023_21_420_2,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100023_22_420_2,,,,,420_6_5,,
482,7,7_100024_2_482_1,Heidkamp,,,,482_3_5,,
482,7,7_100024_4_482_1,Meerwiese Begegnungszentrum,,,,482_2_5,,
482,7,7_100024_6_482_1,Heidkamp,,,,482_3_5,,
482,7,7_100024_8_482_1,Heidkamp,,,,482_3_5,,
482,7,7_100024_10_482_1,Meerwiese Begegnungszentrum,,,,482_2_5,,
482,7,7_100024_12_482_1,Heidkamp,,,,482_3_5,,
482,7,7_100024_14_482_1,Meerwiese Begegnungszentrum,,,,482_2_5,,
482,7,7_100024_16_482_1,Heidkamp,,,,482_3_5,,
482,7,7_100024_18_482_1,Heidkamp,,,,482_3_5,,
420,7,7_100025_2_420_3,,,,,420_4_5,,
420,7,7_100025_3_420_3,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100025_4_420_3,,,,,420_6_5,,
420,7,7_100025_5_420_3,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100025_6_420_3,,,,,420_6_5,,
420,7,7_100025_7_420_3,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100025_8_420_3,,,,,420_6_5,,
420,7,7_100025_9_420_3,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100025_10_420_3,,,,,420_6_5,,
420,7,7_100025_11_420_3,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100025_12_420_3,,,,,420_6_5,,
420,7,7_100025_13_420_3,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100025_14_420_3,,,,,420_6_5,,
420,7,7_100025_15_420_3,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100025_16_420_3,,,,,420_6_5,,
420,7,7_100025_17_420_3,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100025_18_420_3,,,,,420_6_5,,
420,7,7_100025_19_420_3,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100025_20_420_3,,,,,420_6_5,,
420,7,7_100026_2_420_4,Mecklenbeck Meckmannweg,,,,420_7_5,,
420,7,7_100026_3_420_4,,,,,420_6_5,,
420,7,7_100026_5_420_4,,,,,420_4_5,,
420,7,7_100026_7_420_4,,,,,420_4_5,,
420,7,7_100026_9_420_4,,,,,420_4_5,,
420,7,7_100026_11_420_4,,,,,420_4_5,,
420,7,7_100026_13_420_4,,,,,420_4_5,,
420,7,7_100026_15_420_4,,,,,420_4_5,,
420,7,7_100026_17_420_4,,,,,420_4_5,,
420,7,7_100026_19_420_4,,,,,420_4_5,,
420,7,7_100026_21_420_4,,,,,420_4_5,,
420,7,7_100026_23_420_4,,,,,420_4_5,,
420,7,7_100026_25_420_4,,,,,420_4_5,,
420,7,7_100026_27_420_4,,,,,420_4_5,,
420,7,7_100026_29_420_4,,,,,420_4_5,,
420,7,7_100026_31_420_4,,,,,420_4_5,,
420,7,7_100026_33_420_4,,,,,420_4_5,,
420,7,7_100026_35_420_4,,,,,420_4_5,,
420,7,7_100026_37_420_4,,,,,420_4_5,,
420,7,7_100026_39_420_4,,,,,420_4_5,,
482,7,7_100027_2_482_2,Meerwiese Begegnungszentrum,,,,482_2_5,,
482,7,7_100027_4_482_2,Heidkamp,,,,482_3_5,,
482,7,7_100027_6_482_2,Meerwiese Begegnungszentrum,,,,482_2_5,,
482,7,7_100027_8_482_2,Heidkamp,,,,482_3_5,,
482,7,7_100027_10_482_2,Meerwiese Begegnungszentrum,,,,482_2_5,,
482,7,7_100027_12_482_2,Heidkamp,,,,482_3_5,,
482,7,7_100027_14_482_2,Meerwiese Begegnungszentrum,,,,482_2_5,,
482,7,7_100027_16_482_2,Heidkamp,,,,482_3_5,,
482,7,7_100027_18_482_2,Meerwiese Begegnungszentrum,,,,482_2_5,,
482,7,7_100027_20_482_2,Heidkamp,,,,482_3_5,,
482,7,7_100027_22_482_2,Meerwiese Begegnungszentrum,,,,482_2_5,,
482,7,7_100027_24_482_2,Heidkamp,,,,482_3_5,,
420,7,7_100028_2_420_5,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100028_3_420_5,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100028_5_420_5,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100028_6_420_5,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100028_8_420_5,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100028_9_420_5,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100028_11_420_5,Albachten Bahnhof,,,,420_8_5,,
420,7,7_100028_12_420_5,Mecklenbeck Meckmannweg,,,,420_3_5,,
420,7,7_100028_14_420_5,Albachten Bahnhof,,,,420_8_5,,
487,7,7_100029_2_487_2,Gelmer,,,,487_1_5,,
487,7,7_100029_3_487_2,Rudolf-Diesel-Straße,,,,487_2_5,,
487,7,7_100029_4_487_2,Gelmer,,,,487_1_5,,
487,7,7_100029_5_487_2,Rudolf-Diesel-Straße,,,,487_2_5,,
487,7,7_100029_6_487_2,Gelmer,,,,487_1_5,,
487,7,7_100029_7_487_2,Rudolf-Diesel-Straße,,,,487_2_5,,
487,7,7_100029_8_487_2,Gelmer,,,,487_1_5,,
487,7,7_100029_9_487_2,Rudolf-Diesel-Straße,,,,487_2_5,,
487,7,7_100029_10_487_2,Gelmer,,,,487_1_5,,
420,7,7_100030_2_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_4_420_6,,,,,420_4_5,,
420,7,7_100030_6_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_8_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_10_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_12_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_14_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_16_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_18_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_20_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_22_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_24_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_26_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_28_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_30_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_32_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_34_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_36_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_38_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
420,7,7_100030_40_420_6,Mecklenbeck Meckmannweg,,,,420_5_5,,
418,7,7_100031_2_418_1,Alexianerweg,,,,418_1_5,,
418,7,7_100031_3_418_1,Wolbeck,,,,418_4_5,,
418,7,7_100031_4_418_1,Alexianerweg,,,,418_1_5,,
418,7,7_100031_5_418_1,Wolbeck,,,,418_4_5,,
418,7,7_100031_6_418_1,Alexianerweg,,,,418_1_5,,
418,7,7_100031_7_418_1,Wolbeck,,,,418_4_5,,
418,7,7_100031_8_418_1,Alexianerweg,,,,418_1_5,,
418,7,7_100031_9_418_1,Wolbeck,,,,418_4_5,,
418,7,7_100031_10_418_1,Alexianerweg,,,,418_1_5,,
418,7,7_100031_11_418_1,Wolbeck,,,,418_4_5,,
418,7,7_100031_12_418_1,Alexianerweg,,,,418_1_5,,
418,7,7_100031_13_418_1,Wolbeck,,,,418_4_5,,
418,7,7_100031_14_418_1,Alexianerweg,,,,418_1_5,,
418,7,7_100031_15_418_1,Wolbeck,,,,418_4_5,,
418,7,7_100031_16_418_1,Alexianerweg,,,,418_1_5,,
418,7,7_100031_17_418_1,Wolbeck,,,,418_4_5,,
418,7,7_100031_18_418_1,Alexianerweg,,,,418_1_5,,
418,7,7_100031_19_418_1,Wolbeck,,,,418_4_5,,
418,7,7_100031_20_418_1,Alexianerweg,,,,418_1_5,,
418,7,7_100031_21_418_1,Wolbeck,,,,418_4_5,,
418,7,7_100031_22_418_1,Alexianerweg,,,,418_1_5,,
418,7,7_100031_23_418_1,Wolbeck,,,,418_4_5,,
418,7,7_100031_24_418_1,Alexianerweg,,,,418_1_5,,
418,7,7_100031_25_418_1,Wolbeck,,,,418_4_5,,
418,7,7_100031_26_418_1,Alexianerweg,,,,418_1_5,,
407,7,7_100032_2_407_1,Alexianer - Campus,,,,407_2_5,,
420,7,7_100033_2_420_7,Mecklenbeck Meckmannweg,,,,420_5_5,,
1,7,7_100034_2_1_5,Amelsbüren Bahnhof,,,,1_24_1,,
1,7,7_100034_3_1_5,Roxel Hallenbad,,,,1_11_1,,
1,7,7_100034_4_1_5,Amelsbüren Bahnhof,,,,1_24_1,,
1,7,7_100034_5_1_5,Roxel Hallenbad,,,,1_11_1,,
1,7,7_100034_6_1_5,Amelsbüren Bahnhof,,,,1_24_1,,
1,7,7_100034_7_1_5,Roxel Hallenbad,,,,1_11_1,,
1,7,7_100034_8_1_5,Amelsbüren Bahnhof,,,,1_24_1,,
1,7,7_100034_9_1_5,Roxel Hallenbad,,,,1_11_1,,
80,7,7_100034_10_80_5,Hauptbahnhof,,,,80_4_1,,
80,7,7_100034_12_80_5,Roxel,,,,80_11_1,,
80,7,7_100034_13_80_5,Hauptbahnhof,,,,80_12_1,,
